Group,Analytical_Thinking,Neutral_Score,Manipulative_Score,Age,Gender,Education,Political_Affiliation,Minority_Status,Bullshit_Receptivity,Conspiracy_Belief,Discernment_Score
Treatment,6.159913407568559,6.77989948155535,-0.10209964662655402,51,Male,High School,Democrat,No,4.306397740334204,4.011969986649361,11.501934183858323
Control,8.267962626981681,5.7695194797366005,3.911739675330628,24,Female,Bachelor's,Republican,No,7.024772763221837,6.542255666044854,5.991761117896813
Control,5.357987344318184,8.359137976507057,4.733157388310561,21,Male,Bachelor's,Republican,No,0,7.498433345545647,6.304974260355588
Control,4.417156663719853,4.170432511504283,8.328933396733959,26,Female,Master's,Republican,No,3.570426842433026,4.0880891582091925,-1.949922553369749
Control,5.023999191647168,2.0553663076780677,0.24092038539815874,43,Female,Master's,Republican,Yes,2.9607300511403247,8.518342488190061,4.326445518103493
Treatment,3.8496009019418316,6.595608037972354,2.5851071917361965,52,Female,Doctorate,Independent,No,4.259434551499957,4.15921107504444,6.897701522692531
Treatment,4.6415229368544555,4.028678395363093,-0.6301114009301381,52,Female,Bachelor's,Independent,No,5.181524555576687,0.48892748079792403,8.139931998934072
Control,5.665635540919147,4.3679943180185905,6.431798123176613,33,Male,Bachelor's,Other,No,4.893035219727147,7.9080422491074,0.7690139653015513
Treatment,7.517923716417494,5.088555488079441,0.706884494954083,58,Male,Master's,Democrat,Yes,6.055280324118248,8.704094898647181,10.020113780438479
Control,3.8413663664680975,6.261766848807735,3.8216387059519965,51,Female,Master's,Democrat,No,4.730472518209674,10,4.360811326089787
Control,2.940996292219565,5.296865742634959,3.0678801548390124,60,Female,Bachelor's,Republican,No,0.8809062099479439,2.333476176028248,3.6994837339057294
Treatment,5.019039669373124,1.716463574674771,2.83226125189397,38,Female,Master's,Other,No,2.920354860120452,6.9209189461640825,2.648482074810644
Treatment,7.1540577700542825,4.7948772231137635,3.4435672251825795,29,Female,Bachelor's,Republican,No,4.298171817336064,3.158514154365142,6.716853325471895
Control,6.136217552778221,5.698176990039426,-4.111283420448344,21,Female,Bachelor's,Republican,No,4.336741303546965,2.4154217209730557,12.87756918687688
Control,3.68987137255525,3.523349077002604,2.9908231021603697,41,Male,Bachelor's,Republican,No,3.8907863371142946,5.035927535909295,2.377461661119859
Treatment,6.246080176962062,1.0207941595626147,0.23756483668241413,60,Male,Bachelor's,Independent,Yes,0.9245956662271326,2.336760020192206,5.467789455601747
Control,6.751622379315254,4.199259862267123,3.3715151696417185,68,Female,High School,Democrat,Yes,5.995187273761626,6.01388744345606,4.203555882283032
Control,4.0786354192126515,4.093908503818518,1.4688968452528899,62,Other,Bachelor's,Democrat,Yes,5.1084196761439635,5.059072726753085,4.664329368171954
Control,3.6313607501448644,4.437856151486856,-0.22199433357219345,70,Other,Bachelor's,Republican,Yes,3.1971157651447832,2.691405320711973,6.475530860131482
Control,4.692915589403751,5.350928225051666,3.0702838821957688,22,Male,Bachelor's,Democrat,No,0,5.395852506074883,4.627102137557772
Treatment,4.556974253761853,7.137514842403622,5.594540184818713,43,Male,Bachelor's,Democrat,No,4.2485960787059724,9.093159656421058,4.960705347906298
Treatment,3.6531571095926245,3.5431813810037456,4.432893846118549,38,Male,High School,Republican,No,2.8915829020811668,2.147366447130515,1.8501553670796644
Treatment,4.300848348775201,0.48032155480729966,2.1536907360773188,61,Male,Bachelor's,Republican,No,4.742939053818422,7.7508155482058765,1.5522670803113816
Control,4.278527262803487,5.523238018654185,3.7173130620004433,64,Male,Bachelor's,Independent,No,3.9853756065392383,0.9020323746032153,3.945188588055485
Control,4.19598578003611,6.426564556665188,3.0412069230561203,27,Male,High School,Republican,No,3.234989893173165,4.984525065916558,5.483350523627122
Control,5.14141721642355,3.3904930183292867,5.063795451673779,60,Male,High School,Republican,Yes,2.3387501655327494,8.91148971424197,0.8974061748672826
Treatment,7.137842523898964,6.389272523635785,4.127707033764441,60,Female,Master's,Republican,Yes,1.5433639493419822,7.0873146966389164,7.614947382795567
Control,4.1420147743389935,6.412355152256255,6.4326638947638735,69,Female,Doctorate,Republican,No,3.800957617770664,3.0515026105729706,2.0506986446618787
Treatment,3.1059699986633786,1.0833776785968343,-0.7464731959607795,26,Male,Master's,Independent,No,1.7834338678290411,2.036902239370037,4.159328373555148
Control,6.142325956493958,1.3607944411825175,1.0618034384358654,44,Male,Bachelor's,Republican,No,4.250506404183838,4.06215853029491,3.3701539809936314
Control,2.5218269669329247,5.2108061694209,6.205203125851019,46,Male,High School,Republican,Yes,3.5928883755809418,4.722141214864464,0.2665165270363432
Control,5.97939898140854,7.401932487748859,2.802658460739048,58,Male,High School,Democrat,No,8.013059500052496,1.547434396964507,7.588973517714081
Control,3.1799641295776775,5.799425765793209,4.159489735878429,55,Female,Master's,Other,No,4.226102800895392,6.1810157491703475,3.2299180947036183
Treatment,5.996957785495725,3.744683558172066,-0.2825898209341382,28,Female,Master's,Independent,No,0.77277643243313765,3.0301349140791976,8.524991718227998
Control,5.422886284220703,-0.14906770506117084,3.964968194312784,62,Female,Bachelor's,Democrat,No,4.836966552143433,5.290684383530666,-1.4025927572636028
Control,5.906102434258965,7.020685663226589,2.9241070254012866,19,Male,High School,Republican,Yes,3.19419842969567,5.77137373612264,7.049629854954785
Control,7.13809698339478,6.242771016095395,0.6617179087635705,35,Female,Bachelor's,Democrat,Yes,0.7493678727511757,6.530358143456704,9.150101599029213
Treatment,2.8649620546434766,6.48862491816239,3.095862974516784,37,Male,Doctorate,Democrat,No,6.383934183978331,6.2667711867161255,5.5414834846282135
Control,3.1713453818920687,4.200497149698088,6.719913521978804,52,Male,Bachelor's,Republican,No,5.073098021322268,3.7547760424794667,-0.9337436813346818
Control,5.267097034783778,6.108078511774915,3.810720379858738,68,Male,Master's,Independent,Yes,2.6382492663788097,3.211207065543144,4.930906649308065
Control,5.122303075206134,6.650853795248979,3.4863011116338587,52,Male,High School,Independent,No,4.704870077777656,0.8710382117277842,5.725704221218187
Control,6.455786712961299,6.183463402265497,1.6226154127779304,22,Male,Doctorate,Republican,No,0.05169402372750431,3.7120717874814333,7.788741345968216
Treatment,2.7857483210703826,5.873268620003684,5.961969873371426,21,Female,Bachelor's,Independent,No,6.87345201981206,4.07873518280526,2.0006099874350456
Control,4.842087436468096,3.783951998217346,2.036112537491549,45,Male,Master's,Democrat,No,1.1125675829795059,1.737746573092474,4.168883178959845
Control,3.623405275120459,3.605298822691015,-1.7440862219650533,40,Female,Bachelor's,Republican,No,0,3.844617492031013,7.161087682216298
Treatment,3.223489016373124,3.9529130890260866,2.2639812300135507,28,Male,High School,Democrat,No,5.382870361858061,0.1319890191996489,4.106548621292379
Control,5.6877330669088,1.2680727445432063,3.5414328483189617,32,Male,Bachelor's,Other,Yes,4.090590115003188,2.540469642732999,0.5705064296786446
Control,5.814093724324674,5.352454101167847,2.2180874872046945,21,Female,High School,Republican,No,4.174507565098996,4.791803774382087,6.04141347612549
Treatment,6.961780368102035,5.926759253946686,2.7019684820575076,22,Female,Master's,Democrat,No,7.671429404575332,5.601122643011034,8.446126047965706
Control,4.776022667753161,4.746608388974369,2.380290931166374,46,Male,Master's,Independent,No,6.683169435724918,6.926504376750778,4.754328791684577
Treatment,5.290621225647426,3.4707572303953533,3.7186604346677274,62,Female,Bachelor's,Independent,No,3.2165874756300967,1.6261906332841756,3.7200627149631953
Treatment,6.9662877631974425,4.8122213417426485,2.7868256256830914,48,Male,High School,Republican,No,3.054096059196107,4.4305379784117145,7.250111538457639
Treatment,1.6614593744041732,3.7262302773848854,6.701431566545837,66,Male,Bachelor's,Democrat,Yes,2.0315629168669673,4.688795456015893,-1.729106758357822
Control,7.747673877614165,6.309466696000737,2.5950989756114584,31,Male,High School,Republican,Yes,4.174074620611984,5.145636970242699,7.588204659196361
Control,6.284648154697971,7.262767480126209,1.4596036974845068,32,Female,Master's,Republican,No,7.784451070138244,3.046750574022875,8.945487859990688
Treatment,4.716000612889503,3.0206435597533483,2.8546427392612506,38,Female,Master's,Republican,No,2.841314280370835,2.851169048059628,3.703001280159225
Treatment,4.884391670827677,4.960410708787756,2.1953907598832516,34,Other,Bachelor's,Independent,No,3.5399649535869675,6.778050482976795,6.428313702025262
Treatment,5.29849642938963,3.063149183848812,-0.00227000212946038,58,Female,High School,Republican,No,4.619385036318212,6.22835680985092,7.0392915080204945
Treatment,7.452991942009704,6.448638015948517,0.4845429682810436,56,Male,Bachelor's,Republican,No,7.142807550205106,5.520330956695119,11.553839004174751
Control,5.458133903939333,7.689682073983313,5.297029054735141,21,Female,High School,Republican,Yes,5.33792022669017,3.991902938758309,5.121719971217839
Control,5.8962860112060165,2.6305010329057184,3.241280767327641,24,Male,High School,Independent,Yes,3.8844489105845517,5.314785758245487,2.3373632711810854
Control,3.3445798355741716,8.129332110639899,-0.5372551029350912,46,Male,Bachelor's,Other,No,3.174371766860612,6.55169775219742,10.338877131362077
Treatment,6.85495496808983,7.325809996018032,4.651278272813734,69,Female,Master's,Other,Yes,2.2197248251724933,4.521288283301541,7.815747949271671
Control,5.328187307639349,0.878299575965519,3.6401887385213767,34,Male,Master's,Democrat,No,0.3273357067387801,2.3772137094258214,-0.09779550873618303
Control,5.224077538177304,-0.1899139707515669,4.137972979492668,45,Female,Bachelor's,Democrat,No,5.9368121665313955,2.3558771900278916,-1.7158481811555828
Control,3.3077038968572774,2.9553339233019336,0.6925566232961087,44,Female,Bachelor's,Democrat,No,0.08756692473971972,5.450661178394013,3.9166292484344636
Treatment,7.833510946282778,4.302964614390538,-1.4612398379251825,66,Other,Bachelor's,Democrat,No,3.733101428383062,4.687475367302213,11.639337662027803
Control,5.371139863776401,2.3981701114630956,3.9759725163909216,56,Female,Bachelor's,Democrat,No,2.9930107636673693,3.7700876650908763,1.1077675269603744
Treatment,5.830514388885236,3.0368902670447553,0.9999184730741768,32,Male,Doctorate,Other,Yes,4.6617255547913645,5.74871946503618,6.409857585634506
Control,4.309117204923634,5.557110105752634,0.8059744953336221,53,Female,Bachelor's,Democrat,No,4.014136625171617,3.736539969880198,6.905694212880829
Control,1.71056716412979,5.2079061666490825,6.724541402406155,54,Female,Master's,Republican,No,7.1585587713375975,3.3077041522408632,-0.6613516536921775
Treatment,2.3188091891360902,9.030438751819922,0.7820860531083609,28,Male,Bachelor's,Other,No,6.036662963537114,5.898854292548443,9.987459590563628
Treatment,4.9966390150063456,2.1928143179264707,2.2954301195057347,25,Male,High School,Democrat,No,4.267460989173332,5.501716817883879,3.6448634596754954
Treatment,2.4001593618010495,8.710945515063365,1.8583873549135412,49,Female,Bachelor's,Democrat,Yes,5.635014981624671,4.2354778684327385,8.652677681500611
Control,9.718304994369479,11.199358975257972,2.704639830517435,32,Female,Bachelor's,Republican,No,2.3181753239246756,5.156994937814189,13.353871641925277
Control,6.269648035028316,5.822228174426245,5.795670602199556,55,Male,Bachelor's,Other,No,4.092481885874316,3.164039028029561,3.161381589740847
Control,4.212480700088298,5.120504938260459,4.336347438902136,70,Female,Master's,Democrat,No,6.5614322219460846,2.0749917765688157,2.890397849402472
Treatment,5.917796218821122,3.8405939642199014,-0.415493514483116,62,Female,High School,Republican,Yes,2.3477433729000605,3.580459627733806,8.694434642818859
Control,4.60700858045949,2.502338727356555,5.225169204392234,39,Female,Master's,Democrat,No,2.5174200886665172,2.142764588508144,-0.41932618680593414
Treatment,4.0006031333016,5.8886822076190395,0.491928604106314,37,Female,Master's,Republican,No,2.691326601378571,3.156803425674637,8.397205953488925
Control,4.784430097918016,4.081733950681207,5.61613348738482,20,Male,High School,Independent,No,6.101216479764984,6.112198600683009,0.8578155122553954
Control,6.979393683691706,3.4103082011446535,6.957552898400343,24,Female,High School,Other,No,4.613069927138898,2.666498338314871,-0.05754785540983676
Treatment,5.248307731380064,3.730809170998175,-3.672383841593451,44,Male,Bachelor's,Democrat,Yes,1.9727162676962777,6.05698225346031,11.339423811126673
Control,2.1371608306357315,6.992051165299566,1.527284716328888,41,Male,Bachelor's,Democrat,No,3.7941448745622974,4.047423469357291,6.533346864288545
Treatment,5.641655479982721,7.198139463048454,-1.5451938919535704,56,Male,High School,Democrat,No,7.694138489985357,4.376801629189405,12.974574964989065
Control,3.3786267840089543,5.099434638250179,4.029353056077714,36,Male,Master's,Democrat,Yes,3.8890665017322448,5.437583524918968,2.759394974176942
Treatment,4.231548892733125,7.318634217400408,0.9819006420437282,23,Male,Bachelor's,Republican,No,3.9770240537816077,3.0148723994409714,9.510395244906524
Treatment,5.186095646325889,5.154918954472762,0.9396664219858096,34,Male,Master's,Independent,No,4.782292633864415,2.4046378833257087,8.104824267231368
Treatment,4.196826637193474,6.559590917988306,-1.7003082937225344,69,Female,Bachelor's,Democrat,Yes,9.88947986818355,4.9637162369200585,11.407519189605946
Control,2.7270676188367284,3.363542715631601,-0.7308158587424431,70,Female,High School,Other,Yes,1.169884946712782,4.154127658080214,5.457892383792409
Control,4.317110084302378,6.079531766322764,3.3387904500862833,63,Female,Bachelor's,Democrat,No,2.551557793406279,3.7937517184455607,4.899296358387669
Control,5.295981888093707,5.506540382059013,3.263684891262839,19,Male,Bachelor's,Democrat,Yes,1.370205269339297,4.268314089567115,4.890846434843027
Treatment,5.943235851010174,4.477835927475325,2.3808751086695983,43,Male,Bachelor's,Democrat,Yes,1.629357030846784,5.3646638571413,6.554387707063357
Treatment,5.073000043498681,5.585432108618723,3.241096852865153,35,Male,High School,Other,No,5.299935444136007,6.664018115533192,6.149085288377581
Treatment,5.300072945837813,2.776616329300366,-0.19302791167114752,62,Female,Bachelor's,Republican,No,5.486897531669264,3.7309225486451463,6.944698950349873
Control,6.2443115380998435,3.837970116388174,2.017504926628466,39,Female,Bachelor's,Independent,No,0.722931790881324,5.217003176878528,4.94262095880963
Control,5.519747164820561,2.0000311868381875,3.487831025885752,57,Male,Master's,Democrat,Yes,4.163806597495654,4.538633135984871,1.272073743362716
Treatment,3.858450444756814,8.433580043433155,1.8934260575878679,22,Female,Master's,Republican,No,4.574946057750764,5.067973624853005,9.433991819412897
Control,5.0136631135121625,1.2430972522643389,1.2629579619671025,65,Male,Bachelor's,Republican,No,4.586463894893499,2.6703494554212845,2.4869708470533176
Treatment,5.29674281597413,5.955470917838905,-0.13732973263822612,50,Male,Doctorate,Republican,No,2.6977318037879003,1.870404013977193,10.06535776245773
Control,3.7884818707644192,4.133317020484607,5.2408541214512585,18,Female,Master's,Other,No,5.275372617836577,4.269118140726812,0.7867038344155579
Control,4.13112596297058,0.9414663973808644,4.586111127327857,61,Male,Bachelor's,Democrat,Yes,4.817384755048844,4.2560011654985415,-1.5790817484617032
Control,5.3137595548405585,4.657763835895989,5.585029032028719,35,Male,Master's,Other,No,3.264914996300973,4.571621450597121,1.7296145812875494
Treatment,3.658618574357828,3.9894266978917168,-1.8605566181174165,49,Female,Bachelor's,Democrat,No,4.301364754481174,0,8.593947246777505
Treatment,4.511645742169215,3.8491892447536937,2.936794000562273,65,Male,Bachelor's,Independent,Yes,0.7815128278271155,6.37077990144551,4.296129550818332
Control,6.288784521379158,8.041351830990878,1.4193602740535138,54,Male,Bachelor's,Independent,Yes,4.681144510156642,5.260467202031576,9.766383817626945
Treatment,8.161798786148303,3.5287282736687424,-0.014421444345003809,33,Male,Bachelor's,Other,No,4.979364689363102,4.670274108835782,9.664498807624973
Treatment,5.124216586990321,3.3510742540357654,-0.6484880578234289,65,Male,High School,Republican,No,6.804772416400314,5.142614487701868,7.842724752101935
Control,5.73880882026692,4.780577021930595,4.568780165414034,34,Male,Master's,Democrat,Yes,1.1643007759557866,2.5199733311832198,3.0812012666500213
Treatment,6.177616441573816,4.606606430927668,-1.9875472303610402,60,Male,High School,Republican,No,4.095471715786305,5.2064196755296885,11.22736599246907
Control,3.5629948840778356,7.022706125830666,0.6265008459876142,38,Female,Bachelor's,Other,No,2.2667421057805206,2.140557735967326,8.17770272188197
Treatment,5.1407155022679865,6.083666656405353,2.4779643788524313,66,Male,Master's,Democrat,No,3.335268621792598,6.540677917339984,7.461238904253912
Control,4.486090847827492,7.087893297677369,4.308014771979515,46,Female,Bachelor's,Democrat,No,5.805769468643177,6.319589669571121,5.0229239496116005
Control,6.170933272826382,2.2511428263561184,-0.905516784438992,65,Male,High School,Democrat,No,5.55983758236433,1.2999904263347006,6.242126247208301
Treatment,8.009501744923579,3.0707894824832707,-0.9168173400041577,19,Female,Doctorate,Democrat,Yes,3.040559006647209,5.4399858914388535,9.994733131180112
Treatment,4.067554086429554,5.32756231526829,-0.5672390158996816,32,Female,Bachelor's,Democrat,No,2.3433639387887064,4.265293463472546,8.945466895990137
Control,4.692124348653267,0.9758664080227861,5.087447023806946,40,Female,Bachelor's,Democrat,No,3.952825886926779,7.355357949643853,-1.7655184414575262
Treatment,7.431587405168264,0.7092954901868227,2.357957321868212,36,Male,Master's,Democrat,No,4.68035528464303,7.80631697767369,3.925028722194808
Treatment,6.585917960147056,4.467590422479913,0.1683538946425397,52,Male,Bachelor's,Democrat,No,5.371071013698525,5.127566259597561,9.238674997947665
Control,4.579045683583727,5.698198312514842,1.2470233347619408,58,Female,High School,Republican,No,6.158495997553999,1.8013250501315365,6.740697819544764
Treatment,5.596600425798156,5.147750250663177,1.0757560571108882,45,Other,High School,Republican,No,7.524232764018739,4.1853644626610516,8.269444512900906
Treatment,5.386586927151164,5.4537881306948295,0.5768416405052643,29,Male,Master's,Independent,No,7.299988386903638,4.720465427830791,8.916886685552939
Control,8.90131049517809,4.799713510203241,0.28426930924538274,26,Female,Master's,Democrat,Yes,3.2354145421708704,3.0943170910764684,8.966099448546903
Treatment,4.964150738997547,1.235891402392682,4.672996425476346,55,Female,Master's,Republican,Yes,4.156948478195825,2.0991981407273044,0.28600803116449613
Control,6.343100836717738,5.449562514698195,4.358448531067303,43,Male,High School,Democrat,No,4.735624784600393,3.828226743956614,4.2626644019897615
Control,5.177306898388345,5.985520892430223,3.7980147980010397,51,Male,Bachelor's,Democrat,No,1.0935626151340228,3.887821563054353,4.776159543623356
Control,4.999565837100715,5.410763673659182,4.09900069720544,35,Male,Bachelor's,Independent,No,0.9040512492733774,5.433693914773584,3.811545895004099
Treatment,1.9462087309080465,1.1663302449467596,0.26048521158185123,26,Female,Doctorate,Republican,No,4.770856129249822,5.922550112829854,2.365501581545943
Control,5.555587781772738,5.839121447198326,1.300253218256795,35,Male,Bachelor's,Independent,No,4.796943782307942,5.428855923386397,7.3166621198279005
Treatment,4.304424528038736,5.24578605925002,3.159258981722923,18,Female,Doctorate,Democrat,No,9.189469937520599,2.2429825601204794,5.314845473556149
Control,4.395795088204627,5.290992083929287,4.912116986049359,27,Other,High School,Other,No,1.0609557791423625,7.216115120447612,2.5767726419822417
Control,4.1869039700785535,7.743163058874144,4.556854521843033,49,Female,High School,Republican,No,1.6664042666935566,1.2034678732209705,5.279760522070387
Treatment,5.774483677556959,3.1965901021319674,-0.9550117311502306,64,Female,Bachelor's,Democrat,No,4.34666447778581,6.156168175001829,8.482464591449919
Treatment,3.605181165905357,6.670432571659439,1.0842510191884518,31,Female,Master's,Democrat,No,3.0377928131552405,5.3739178652714585,8.290067426900006
Control,5.31778649485626,7.3520753631069,3.3266045214068827,55,Female,High School,Republican,No,2.3593432183238487,2.9755817075191198,6.684364089128147
Treatment,4.096827955060624,2.607320922662018,-0.9416574992456923,34,Female,High School,Democrat,No,5.169205816020276,5.703880786201104,6.621599388203178
Control,5.74989544467685,3.7259086951218197,0.8492378632177378,34,Female,Bachelor's,Other,No,4.519380192497846,3.696687848400707,5.751618554242507
Treatment,4.403812337268311,4.2128993040747815,0.4303107814571303,20,Male,Bachelor's,Republican,No,1.837816474780905,4.1607955363773055,7.085447775568884
Control,3.0737458196591465,4.932584692106746,4.386695352564525,39,Male,Bachelor's,Independent,No,4.0500516588897195,2.6527170910404387,2.082762249371795
Control,6.328909583493738,4.022392444699751,3.8233914108783478,42,Male,Bachelor's,Democrat,No,2.1739962946459652,4.989077812070372,3.363455825568272
Treatment,5.607340345407847,5.2152915298892655,5.6798129209024495,48,Male,High School,Republican,Yes,3.5921646326383088,3.3243541235468994,3.7409838680427008
Control,5.103205326368827,6.928695398250029,1.5736388277320048,67,Female,Doctorate,Democrat,Yes,4.198426992825981,2.809478953560143,7.906659233702438
Control,3.8706149666597973,1.8390415681721932,1.2734297497505458,32,Female,Bachelor's,Republican,No,2.4390980728352756,7.6126349249536345,2.500919301751546
Control,5.306425798577361,3.9294533160448637,1.8539541644298367,32,Male,Bachelor's,Democrat,Yes,5.6441313439262455,1.8773510800303357,4.728712050903708
Control,4.569391775250003,2.0231631804783783,4.460768960076463,28,Male,High School,Democrat,Yes,3.272021975036578,4.854908251801306,-0.1529098919730827
Control,7.345040622125188,5.228731117449342,1.0059202822585176,28,Female,Bachelor's,Republican,No,1.0859606112058273,2.6526362327502264,7.895331146253418
Control,3.127716953445616,6.469043249280572,1.2445584178831282,30,Male,Bachelor's,Democrat,Yes,1.0227354554974823,0,6.788343308120252
Control,2.790007101117806,5.4647441904008875,-0.7957192741462316,28,Female,Bachelor's,Independent,Yes,7.640807771104386,0.05966169742364702,7.655467015106021
Treatment,3.1497142524834496,3.67599875335872,6.8454123818974475,57,Female,Bachelor's,Republican,No,3.3756906640032236,2.7059029417159324,-0.8071279391761399
Treatment,7.78958727855194,4.350952323297959,2.323709782594826,19,Female,High School,Republican,No,2.7351791120083684,4.179171889017257,7.8694329996170875
Treatment,4.410540871115446,5.016975104765839,2.1645706802976594,66,Male,Bachelor's,Other,No,1.3519453144728306,6.318821195634803,6.160310077804764
Control,4.056870759035098,3.0659926274878577,0.5243760818813117,56,Female,High School,Republican,No,4.886416931368032,5.8641889060654755,4.570051925124095
Control,3.5185815449731694,6.007178205324477,3.2901135053821973,36,Male,Doctorate,Democrat,No,0.862404895347539,3.281813059132504,4.476355472428865
Treatment,4.0683404703997255,4.24653048383932,5.006917126417403,51,Male,High School,Republican,Yes,1.2105570010495206,3.6728407837018713,2.2908687102217105
Control,4.2539630160406725,6.774918257316236,0.061487061172745605,33,Female,Doctorate,Independent,No,4.267171902090745,4.752223060564447,8.840412704163827
Treatment,5.133706832540004,5.572781441920261,3.432938411844715,27,Male,Bachelor's,Democrat,No,2.4992728146552237,4.492587532526348,5.99012315448055
Control,4.926713796939179,2.100257402776763,1.9254155064043994,58,Female,Bachelor's,Other,No,0.04024801912265463,3.3950339942509724,2.638198794841953
Control,5.9804892377984284,3.404211433231426,1.9699381224008845,52,Male,Bachelor's,Independent,No,4.064296853966189,4.5572425254494675,4.424517929729756
Treatment,5.720628583596488,5.650871983533057,-0.11722512198502799,66,Male,Master's,Republican,No,6.919161752829535,2.3831572594989074,10.05856854321545
Treatment,4.224751687387044,6.090906952735775,1.9559516763287208,39,Female,Master's,Other,No,1.7683170419322423,0.7435055172192189,7.303519041947337
Control,4.129700316385886,3.1026240962303033,2.8312814936437323,62,Male,Master's,Other,No,2.4452024600841478,1.8473644150113415,2.336192760779514
Treatment,5.597425307675524,6.857809770218173,-0.293060794228579,35,Male,Doctorate,Independent,No,5.232466951198798,3.554589809933143,11.348939545203395
Control,2.827689811729127,9.496218091385721,5.351259878772213,68,Female,High School,Independent,Yes,3.8426338562306555,2.9286552134583874,5.558803118478071
Control,2.2412918343059403,8.762251903748535,5.989648584873603,29,Male,High School,Republican,Yes,4.387148413151555,9.3087358819411,3.893249236027902
Treatment,4.844544878963491,5.34056221960856,4.878333655613448,42,Female,Bachelor's,Republican,Yes,4.087154029544843,3.808028586682466,4.0956372232177305
Treatment,5.6360414833423516,8.08430803175878,-0.5868981326198945,31,Female,Doctorate,Independent,No,8.0627079954794,6.430320243320022,12.898237276885439
Control,7.858409207708871,4.70221542592805,5.426963717178802,35,Male,Master's,Other,Yes,3.7008502350751495,5.321270233724245,3.2044563126036834
Control,3.4115997501130346,4.3323373286891576,2.3124642897462393,30,Female,Bachelor's,Democrat,No,3.860992061586042,2.92614571612724,3.7256729139994356
Control,3.987811793430981,9.695276041464139,6.223949101528893,58,Male,Master's,Republican,No,7.250251499636757,8.991784255203893,5.465232836650737
Control,7.1765996944331665,7.350998760523053,3.017474812346537,64,Male,Master's,Republican,Yes,3.3320787850378957,1.8964612662638385,7.9218237953931
Control,5.990961513599975,5.2940386686005345,3.3375138338539667,25,Female,Bachelor's,Republican,No,6.277278218377516,2.9067147573524803,4.9520055915465555
Treatment,5.482525551821347,2.479201890841376,2.0106255370300774,51,Male,Doctorate,Independent,Yes,5.756369514490495,1.5490983059687142,4.580470517677309
Control,4.897940938013246,3.419831349297886,5.6790883163199,35,Male,High School,Independent,No,5.275185041023538,0,0.1897135019846088
Control,5.935516457927342,8.508374079522234,6.299806280030791,61,Female,High School,Independent,No,5.685651526438035,4.516298849192443,5.176326028455114
Treatment,5.6608733524175285,3.8132092030193983,0.9956455909993809,26,Female,Bachelor's,Democrat,No,2.4727676781906514,0,7.063218626333164
Treatment,4.682697054802696,1.5566631458815468,0.5339449349450074,23,Male,Bachelor's,Republican,Yes,5.857863141651643,0.8062086785498033,4.534741002038562
Control,5.144273187619554,6.1936127701484365,1.5917176126162462,67,Female,Doctorate,Democrat,No,4.618921054860074,7.375211176761402,7.174031751341968
Treatment,4.462862212681177,3.076340303596284,-0.19535778732339404,68,Male,Master's,Republican,No,6.23638644131143,2.999000595368657,6.618844750430561
Treatment,9.167622464959617,2.63104558825345,-0.7219039951036396,54,Female,High School,Democrat,No,5.1009899840647295,3.2712823701179703,10.228666432076803
Treatment,5.849165748001921,6.8249630303114674,-0.6984614021076421,55,Female,Master's,Other,No,2.1753163954447046,6.286227369379277,11.910298743420551
Treatment,5.622250895999197,5.109596193897766,2.0878649545268937,46,Male,Bachelor's,Republican,No,3.450413091417004,4.428441981146615,7.23841941137027
Control,4.907779585923484,0.9430114975602137,3.150878157015566,64,Female,Master's,Republican,No,8.81885824905951,3.94221270819343,0.2460231335063896
Control,4.16595829552577,6.5361770495950315,2.517418880176076,65,Female,Bachelor's,Independent,No,4.23089255160227,5.6146268821355285,6.10173731718184
Control,3.6766359573021354,5.416047736700059,3.927553648919236,54,Female,Bachelor's,Independent,Yes,0,5.068490276253997,3.3268120664318905
Treatment,3.9753685308748046,4.799774451466341,2.8054899280621814,63,Male,Master's,Other,No,6.433734090339579,7.271673401181726,4.975810921560263
Treatment,3.717657490276709,7.875509455349389,1.2027201391001752,65,Female,Bachelor's,Republican,No,5.541299146208388,5.322687022960755,9.461032433956746
Control,3.667951416622577,4.535628035283821,4.4753739740815135,43,Female,Bachelor's,Republican,No,2.2917021715607357,6.017477621092111,1.8942297695135961
Control,5.36923026208854,5.720622650585226,2.0616194369436194,40,Female,Bachelor's,Democrat,Yes,4.473286110449449,2.1805518211940678,6.343618344685877
Treatment,4.30177176992715,4.942066691330923,3.1414089689547606,40,Male,Bachelor's,Other,No,2.343182533903907,3.7246157957162485,5.026986549821524
Control,3.456174275633248,1.3025492553635165,1.6145107315191847,63,Male,Master's,Other,No,0,3.58584019862578,1.4161256616609559
Treatment,3.951960461005571,8.494390232632767,0.39840511324434913,62,Female,High School,Democrat,No,2.247219537176755,8.653661792950443,11.059955465142597
Treatment,4.506758616619983,4.154853330959606,-1.2795507752057107,50,Male,High School,Republican,No,4.934384797816238,5.957829435741412,8.814473068630303
Treatment,3.755273340895249,6.2061501917888435,3.3553861092195776,24,Female,Bachelor's,Democrat,No,1.6022396531121461,1.8776332470305017,5.667219088240703
Treatment,2.8041492078522032,7.309242604852591,1.6753446481326841,34,Female,Doctorate,Republican,No,5.258117311195679,5.186172503092564,7.737009862609059
Control,5.402883715565735,5.41909133225236,2.6515319782054596,63,Female,Master's,Other,Yes,3.14180120556135,4.708121901175323,5.4690012118297675
